,InfoId,TYWebsite,Name,Toldescribe,Add,Zipcode,Opentime,Px,Py,Website,Parkinginfo,Remarks,Tel,Fax,Changetime
284,1529,travel.tycg.gov.tw/zh-tw/Consume/Detail/1529,測試-太陽餅店,您多久沒吃過一塊能入口即化的太陽餅了?道地的太陽餅有「皮薄、酥香、餡巧」三個原則，由阿明師流傳下來的口訣，看似簡單但做起來可要「斤斤計較」。     製餅的成功與否，決定師傅對於餅的專心程度，過程中有六個步驟：包括揉麵糰、捏皮包酥、輾酥、包糖、輾圓，在包入麥芽糖，做出太陽餅的圓形弧度，送入烤箱烘烤，且選料、配料及製作技術都要講究，才能做出好的太陽餅，有入口即化的感覺。從製餅的第一步驟到最後一道手續都要稱的上熟練，加上繁瑣的過程，無怪乎餅業界對太陽餅有個「龜毛餅」的稱號，聽起來雖然不文雅，但也一語道出太陽餅製作的複雜與困難。    其實要做出一塊餅並不難，但要做到要求每一個製餅的步驟都不能少，卻不是每一個製餅人願意的。承襲著阿明師的精神，在台中市自由路上的阿明師老店太陽堂，對於太陽餅的堅持從未因為時間而有所改變。    其實要做出一塊餅並不難，但要做到要求每一個製餅的步驟都不能少，卻不是每一個製餅人願意的。承襲著阿明師的精神，在阿明師老店太陽堂，對於太陽餅的堅持從未因為時間而有所改變。,330 桃園市桃園區中山路200號,330,10:00-12:00,121.30816,24.99311,https://tw.yahoo.com/,附近是否有停車方式--請自由輸入文字,,886-3-123456,886-3-312654,2018/09/05 09:19:05
285,1531,travel.tycg.gov.tw/zh-tw/Consume/Detail/1531,亦然手工皂,第七屆金牌好禮-桃荷您心禮盒亦然手工皂擁有合格的製皂工廠，製皂全程採歐洲傳統冷製法，能溫和的保留植物油中對肌膚保護的滋養，堅持採用天然原物料製作。經由歐洲芳療概念讓皂的香氣達到簡單、舒服，再將植物香草及草本漢方植物添加於皂中，來達到淨化肌膚並針對台灣氣候及常見肌膚問題設計出適用於各種膚質的皂配方。,330 桃園市桃園區大興路一段120巷39號4樓,330,星期日: 休息；星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00,121.30966,25.01676,http://www.accsoap.com,,,886-3-3563135,886-3-3322101,2019/09/18 17:49:56
286,1533,travel.tycg.gov.tw/zh-tw/Consume/Detail/1533,托斯卡尼尼義大利餐廳-桃園店,2017 桃園金牌好店無論是義大利麵、義大利燉飯、濃場、麵包、沙拉、前菜、美味主菜、薄皮披薩、特色外賣商品等等義式料理，食材品質均嚴格管控。致力於將精緻的義式料理口味大眾化、推出種類選擇多樣性真材實料的美味料理，以滿足每位饕客對義式美食的講究，帶給您最難忘的品味感動。桃園知名的連鎖義大利餐廳托斯卡尼尼，擁有佔地寬闊的優質用餐環境，交通往來方便、設有停車區域；規劃良好的步道、綠意盎然的戶外用餐環境，室內以大量玻璃 帷幕、挑高設計等，打造出明亮、無壓迫感的空間，座位區劃分為情人雅座、舒適沙發等區域，動線規劃良好、用餐環境寬敞，裝潢設計簡約典雅，讓人卸下生活壓 力，在美食、美景與美麗的氣氛中體會身心靈的滿足。,330 桃園市桃園區中正路1473號,330,星期日: 11:30 – 21:30；星期一: 11:30 – 14:30；星期一: 17:30 – 21:30；星期二: 11:30 – 14:30；星期二: 17:30 – 21:30；星期三: 11:30 – 14:30；星期三: 17:30 – 21:30；星期四: 11:30 – 14:30；星期四: 17:30 – 21:30；星期五: 11:30 – 14:30；星期五: 17:30 – 21:30；星期六: 11:30 – 21:30,121.29336,25.02656,http://toscanini.okgo.tw/,備有停車場,,886-3-3250222,886-3-3322101,2020/08/23 12:02:14
287,1534,travel.tycg.gov.tw/zh-tw/Consume/Detail/1534,揚昇高爾夫鄉村俱樂部,公司簡介揚昇高爾夫鄉村俱樂部為2011-2013年LPGA台灣錦標賽之比賽球場，由知名設計師Mr. Robert Trent Jones Jr. 設計，球道全長7200碼，難度設計巧妙變化性高，各洞種植各種花卉植栽，四季風貌引人入勝，曾經多次舉辦台灣公開賽等國際賽事，現為 Top10 of Asia雜誌評選亞洲最佳前十大球場，八度榮獲Asian Golf Monthly雜誌評選為「Best Course in Taiwan」第一名與Best Championship Course In Asia Pacific(Top 10th List)殊榮，為國際水準競賽級球場。氣派寬闊的會館內有83間豪華客房、14間國際會議宴會廳，以及數十項休閒渡假設施及中西日精緻餐飲服務，具有完整高爾夫渡假休閒的設施，是亞太地區指標性的重要球場。休閒 娛樂 知性 感性 全方位渡假中心◎十八洞國際級比賽高爾夫球場◎高爾夫練習場◎推桿練習果嶺◎八十三間觀景豪華客房◎十四間多功能國際會議廳與宴會廳◎揚昇軒中餐廳、咖啡廊、雅日本料理、庭苑餐廳、烘焙坊◎三十餘項休閒娛樂設施：雅園、游泳池、三溫暖、SPA、健身房、韻律室、溜冰場、桌球室、撞球室、視聽室、室內高爾夫模擬打擊場、保齡球館、醉月廊、美髮室、茶藝館、圖書館、兒童遊戲室、籃球場、網球場與無線網路服務等。亞洲最佳前十大球場  台灣最佳球場◎2011-2013揚昇LPGA台灣錦標賽指定球場。 ◎Top10 of Asia雜誌評選為亞洲最佳前十大球場。◎連年榮獲Asian Golf Monthly雜誌評選為臺灣最佳球場第一名及亞太地區十大最佳錦標賽球場。◎西班牙Global Trade Leaders&rsquo; Club評選獲得國際餐旅金質獎及歐洲國際服務優質獎。更多住房優惠資訊請至揚昇山莊https://travel.tycg.gov.tw/zh-tw/accommodation/detail/132,326 桃園市楊梅區楊昇路256號,326,"星期一 5:30-22:00
星期二 5:30-22:00
星期三 5:30-22:00
星期四 5:30-22:00
星期五 5:30-22:00
星期六 5:30-22:00
星期日 5:30-22:00",121.15644,24.88074,http://www.sunrise-golf.com.tw,備有免費停車場,,886-3-4780099,886-3-4781177,2020/04/10 09:28:06
288,1535,travel.tycg.gov.tw/zh-tw/Consume/Detail/1535,托斯卡尼尼義大利餐廳-中壢店,2019 桃園金牌好店無論是義大利麵、義大利燉飯、濃場、麵包、沙拉、前菜、美味主菜、薄皮披薩、特色外賣商品等等義式料理，食材品質均嚴格管控。致力於將精緻的義式料理口味大眾化、推出種類選擇多樣性真材實料的美味料理，以滿足每位饕客對義式美食的講究，帶給您最難忘的品味感動。桃園知名的連鎖義大利餐廳托斯卡尼尼，擁有佔地寬闊的優質用餐環境，交通往來方便、設有停車區域；規劃良好的步道、綠意盎然的戶外用餐環境，室內以大量玻璃 帷幕、挑高設計等，打造出明亮、無壓迫感的空間，座位區劃分為情人雅座、舒適沙發等區域，動線規劃良好、用餐環境寬敞，裝潢設計簡約典雅，讓人卸下生活壓 力，在美食、美景與美麗的氣氛中體會身心靈的滿足。,324 桃園市平鎮區長安路168號,324,星期日: 11:30 – 21:30；星期一: 11:30 – 14:30；星期一: 17:30 – 21:30；星期二: 11:30 – 14:30；星期二: 17:30 – 21:30；星期三: 11:30 – 14:30；星期三: 17:30 – 21:30；星期四: 11:30 – 14:30；星期四: 17:30 – 21:30；星期五: 11:30 – 14:30；星期五: 17:30 – 21:30；星期六: 11:30 – 21:30,121.19396,24.95272,http://toscanini.okgo.tw/,備有停車場,寵物需置於寵物籃內方能入內，大型寵物禁止入內。,886-3-4948811,886-3-3322101,2020/08/23 12:02:50
289,1536,travel.tycg.gov.tw/zh-tw/Consume/Detail/1536,點水樓桃園店,絕頂江南第一味，聚珍妙饌點水樓,333 桃園市龜山區興邦路35號,333,星期日: 11:00 – 20:30；星期一: 11:00 – 20:30；星期二: 11:00 – 20:30；星期三: 11:00 – 20:30；星期四: 11:00 – 20:30；星期五: 11:00 – 20:30；星期六: 11:00 – 20:30,121.32508,24.98345,http://www.dianshuilou.com.tw,觀光工廠內備有停車位可供免費停車,,886-3-3610202,886-3-3611212,2020/08/23 12:03:07
290,1537,travel.tycg.gov.tw/zh-tw/Consume/Detail/1537,仁美居  新蔬食主義,2014年金牌好店邁思特國際有限公司於94年在桃園市中正路407號成立「邁思特咖啡生活館」是複合式的餐廳，負責人丁秀子婚前致力行銷服務業，為人充滿熱忱，婚後受先生影響參與節能減碳桃園縣環保局講師之訓練。更讓自己的目標明確，將原來餐廳，於101年7月轉成「仁美居-新蔬食主義」餐廳，結合人文、蔬食、餐飲、養生文化等議題，深知飲食不只美味健康更重要，於是將健康煮觀念導入餐飲文化，將「清、調、補」養清飲食的理念導入經營型態、並透過不同的烹調方式，強調六食養生法：蔬食、生食、慢食、少食、全食及原食，加入彩虹餐，高能量、低熱量、高酵素、無負擔的理想飲食，開啟台灣健康蔬食的新紀元。主要觀念是必須選用好的油品，如椰子油、橄欖油等等致力於推廣新蔬食主義。健康煮、養清飲、清靈功、綠生活、護地球之「里仁為美・仁美居」新蔬食主義之連鎖事業體。,330 桃園市桃園區中正路407號,330,上午10:00~下午9:00   周二公休日,121.30732,25.00040,,1.中正路旁停車格。2.中正商業大樓地下停車場。,,886-3-3470133,886-3-3313766,2017/06/16 13:56:44
291,1539,travel.tycg.gov.tw/zh-tw/Consume/Detail/1539,紫竹林養生蘆薈園,第六屆金牌好禮-蘆薈草本香氛禮盒第七屆金牌好禮-絕代雙驕養生露以觀世音菩薩道場為名〈紫竹林〉以自在、祥和、慈悲、健康為宗旨，開發全系列蘆薈產品。是桃園市政府及全國農會輔導產銷班。所種植的蘆薈有中華大葉蘆薈。,320 桃園市中壢區環中東路二段677號,320,星期日: 休息；星期一: 09:00 – 17:30；星期二: 09:00 – 17:30；星期三: 09:00 – 17:30；星期四: 09:00 – 17:30；星期五: 09:00 – 17:30；星期六: 休息,121.22928,24.94398,,,,886-3-4684905,886-3-4282955,2020/03/03 13:58:26
292,1541,travel.tycg.gov.tw/zh-tw/Consume/Detail/1541,東和音樂體驗館,「聲音」的內涵才是音樂的靈魂，河合鋼琴台灣總代理-東和樂器以製造廠商使命來提高發展音樂水準，推廣音樂文化與教育活動，並成立「東和音樂體驗館」，來建構出一個優質的音樂學習空間；透過聲音體驗與互動的操作，讓大家了解不同樂器的發聲原理與知識，一同進入音樂的世界，並享受音樂的愉悅心情。從一間不到10名員工的小型木工廠，三十多年來一躍成為日系「河合鋼琴」製造商台灣總代理，東和樂器開拓出國內「直立琴」學習市場；第三代經營者成立「東和音樂體驗館」，見證「本土琴」發展歷程，喚起音樂學習意願，無形中也帶動台灣學琴風氣。在音樂之旅的課程規劃上，區分為國小、幼稚園或音樂科班等不同類型學童。以幼稚園學童來說，學習上以易教易懂的樂器為主，並提供適當的引導，親自去操作及體驗樂器的發聲原理，讓學童可以產生初步的認知，進而轉化為學習動力。有了這些基礎之後，再由東和老師群進行聲音體驗與音樂遊戲的互動，循序漸進地啟發學童，豐富小朋友們相關的知識力、表現力及創作力。,335 桃園市大溪區信義路226號,335,星期日: 09:30 – 12:00；星期日: 13:30 – 16:00；星期一: 09:30 – 12:00；星期一: 13:30 – 16:00；星期二: 09:30 – 12:00；星期二: 13:30 – 16:00；星期三: 09:30 – 12:00；星期三: 13:30 – 16:00；星期四: 09:30 – 12:00；星期四: 13:30 – 16:00；星期五: 09:30 – 12:00；星期五: 13:30 – 16:00；星期六: 09:30 – 12:00；星期六: 13:30 – 16:00,121.29491,24.88605,http://www.music4fun.com.tw/,備有停車場。,,886-3-3882215#210,886-3-3889676,2020/08/23 12:02:57
293,1542,travel.tycg.gov.tw/zh-tw/Consume/Detail/1542,泰味館-泰式料理,"泰味館本著對泰式美食情有獨鍾的熱愛及當地人純樸與熱情感召，在台重金打造一座原汁原味的泰式皇宮，以挑高傳統的宮廷式建築，營造一處彷彿來到""微笑之國""~【泰國】，提供忙碌的現代都會人一個充滿度假氛圍、放鬆優閒的饗宴空間，是犒賞員工、自己及親朋好友的好處所。嚴選上等新鮮食材結合咖哩、魚露、蝦醬、椰奶、南薑、香茅等進口天然香料，現點現炒出一道道舞動味蕾的垂涟佳餚，健康、美味雙重享受。讓座上賓以平價吃到飽的價位品味奢華~是泰味館的堅持。",330 桃園市桃園區中山路939號,330,星期日: 11:30 – 16:30；星期日: 17:00 – 22:00；星期一: 11:30 – 14:30；星期一: 17:30 – 22:00；星期二: 11:30 – 14:30；星期二: 17:30 – 22:00；星期三: 11:30 – 14:30；星期三: 17:30 – 22:00；星期四: 11:30 – 14:30；星期四: 17:30 – 22:00；星期五: 11:30 – 14:30；星期五: 17:30 – 22:00；星期六: 11:30 – 16:30；星期六: 17:00 – 22:00,121.28591,24.98527,http://thai-wei.com,愛買園區皆可停車,,886-3-3785100,886-3-3786233,2020/08/23 12:02:28
294,1543,travel.tycg.gov.tw/zh-tw/Consume/Detail/1543,貍小籠-港式料理,貍小籠用港式平價小點心擄獲用餐者的芳心，有沙發區及包廂區，希冀讓每位用餐者都有舒適的用餐空間，可以邊聊天邊喫茶來享用道地的港點平民美食，為了讓用餐者能嚐到物美價廉且餡料紮實的點心，將近五十道的港式點心，平均每道都不到一百元，讓客人天天來報到，也不會傷荷包，老闆對師傅唯一要求就是料多實在，原汁原味呈現港式茶餐廳的點心，貍小籠特別設計了透明玻璃櫥窗，讓客人可以看見師傅從擀皮、炒餡、包餡到蒸好出籠，讓您親眼感受到貍小籠的真情意。,330 桃園市桃園區中山路939號,330,【平日】午餐11:30 ~ 14:30 晚餐17:30 ~ 22:00 【假日】午餐11:30 ~ 16:30  晚餐17:00 ~ 22:00,121.28581,24.98528,,愛買園區內皆可停車,,886-3-3709828,886-3-3786233,2019/11/07 16:56:19
295,1544,travel.tycg.gov.tw/zh-tw/Consume/Detail/1544,打鹿岸原住民人文主題餐廳,2016、2015桃園市金牌好店「呦～原住民的威而鋼來哩！」原住民開朗的玩笑，為打鹿岸打開了序幕。阿美族耆老口中的茅屋，成了現代化的餐廳。原味的木造裝潢，部落的故事正在訴說著，太平洋的風、大霸尖山的雲霧，天空中的彩虹，都成為了打鹿岸的養分。打開原住民大自然的冰箱，將「馬告燜烤黑豬肉」、「蔬泥炭烤香鹿排」一一端上桌，簡單的料理食材，如小米、馬告、粗鹽；洋蔥、芹菜、紅蘿蔔等，勾勒出原野的風味，只有原住民的豪邁，打鹿岸原住民人文主題餐廳能做到。,330 桃園市桃園區莊敬路一段101號,330,星期日: 11:30 – 14:00；星期日: 17:00 – 00:00；星期一: 11:30 – 14:00；星期一: 17:00 – 01:30；星期二: 11:30 – 14:00；星期二: 17:00 – 01:30；星期三: 11:30 – 14:00；星期三: 17:00 – 01:30；星期四: 11:30 – 14:00；星期四: 17:00 – 01:30；星期五: 11:30 – 14:00；星期五: 17:00 – 01:30；星期六: 11:30 – 14:00；星期六: 17:00 – 01:30,121.30234,25.02602,http://www.daluan.com.tw,,,886-3-3557101,886-3-3322101,2020/08/23 12:02:27
296,1545,travel.tycg.gov.tw/zh-tw/Consume/Detail/1545,可口可樂世界,百年的悠久歷史，加上行銷全世界超過200個國家的廣泛經驗，不但使得「可口可樂」成為全世界最知名的品牌，更有著令人讚嘆的豐富資源。長久以來，這些豐富的資源及經驗吸引了無數的消費者，讓人們想更進一步地了解「可口可樂」成功背後的祕密及它迷人的歷史。 在許多國家的「可口可樂」裝瓶廠都設有「可口可樂」博物館，開放給消費者參觀，一方面讓消費者對「可口可樂」的生產流程有進一步的了解，另一方面則是讓消費者能更深入的認識「可口可樂」文化及其歡樂、有趣、輕鬆的一面。因此「可口可樂」博物館也特別於桃園廠成立之時規劃開放——「可口可樂世界」，希望讓台灣的消費者也有機會欣賞到這全世界最知名品牌背後的成功小祕密及重要歷史故事。,330 桃園市桃園區龜山工業區興邦路46號,330,星期日: 休息；星期一: 09:30 – 12:00；星期一: 14:00 – 15:30；星期二: 09:30 – 12:00；星期二: 14:00 – 15:30；星期三: 09:30 – 12:00；星期三: 14:00 – 15:30；星期四: 09:30 – 12:00；星期四: 14:00 – 15:30；星期五: 09:30 – 12:00；星期五: 14:00 – 15:30；星期六: 休息,121.32526,24.98007,http://Pavilion.Coke.com.tw/,備有停車場。,,886-8-00311789,886-3-3649900,2020/08/23 12:02:58
297,1546,travel.tycg.gov.tw/zh-tw/Consume/Detail/1546,玉山畫廊  (子月創作坊之實體店鋪),"第七屆金牌好禮-油桐花詩詞賞作、牡丹花詩詞賞作於1987年成立 專業油畫與裱褙 ; 油畫教學 ; 紙黏土教學.公司服務內容:專業油畫: 人像/人體/風景/靜物/心愛的寵物....等依照客戶需要繪製各式油畫 我們將為您作更細緻的服務 專業裱褙- 相片/證件/水彩/油畫...皆可裱褙油畫及紙黏土教學- 兒童.成人皆有開班授課身為經營者與畫家身分的鍾隆枝先生畫風也逐改為以玉山為題的多幅連作期許自我能挑戰巔峰,迎接更多挑戰,也才能廣納更多的事事物物在與家人共同討論後,決定把&quot;桂林畫廊&quot; 改為&quot;玉山畫廊&quot;象徵最美好的風景原來不是在遠方,而是在自己最親愛的土地上保留完全手作手繪的精緻工藝呈現最優美典雅之作品於大眾.商品手繪油畫作品: 玉山系列. 台灣錦鯉. 各式風景/人物/靜物畫...等嚴選國畫作品: 花開富貴. 山水畫. 各樣花卉主題...等名家書法作品: 郭晴岩(雲樵) . 黃朝根...等作品紙黏土作品: 油桐花詩詞賞作 更獲選為客家特色輔導商品",325 桃園市龍潭區大昌路二段74-5號,325,星期日: 休息；星期一: 10:00 – 22:30；星期二: 10:00 – 22:30；星期三: 10:00 – 22:30；星期四: 10:00 – 22:30；星期五: 10:00 – 22:30；星期六: 10:00 – 22:30,121.22173,24.86717,,路邊停車,,886-3-4705818,886-3-3322101,2019/11/07 17:28:21
298,1549,travel.tycg.gov.tw/zh-tw/Consume/Detail/1549,老K舒眠文化館,人的一生依靠深沉睡眠修復元氣，並且每天花1/3的時間與「床」相處，但對於「床」與「睡眠」的知識卻少有瞭解。深耕台灣的歐樂麗公司，除了生產優質老K彈簧床墊，更開放了工廠並成立「老K舒眠文化館」供國人寓教於樂的休閒場所，體驗舒適的床，給您五感享受。藉由寢具的轉印技術設計的「超級設計師」創意T恤DIY，以及「美夢迷你床」DIY課程，豐富遊客的假日時光；另外，館區的中、西餐廳也能滿足遊客挑剔的味蕾；還有全國觀光工廠獨一無二的專業表演廳「國王演藝廳」提供各式藝文表演、會議、演講，觀迎各界使用。誠摯邀請您呼朋引伴、攜家帶眷，來趟輕鬆、自在、健康、不一樣的觀光之旅！,327 桃園市新屋區梅高路三段97號,327,週一至週日9:30-17:00 (最後入館時間16:00),121.14670,24.95375,http://www.kingbedhaha.com.tw/,備有停車場200個,,886-3-4205050,886-3-4205151,2019/10/02 15:50:02
299,1550,travel.tycg.gov.tw/zh-tw/Consume/Detail/1550,江記豆腐乳文化館,江記以祖傳六十餘年經驗，精製各式豆腐乳，行銷全球、享譽中外。2004年，江記正式更名為新蓬萊食品股份有限公司，邁向企業管理的新階段。2011年，新蓬萊食品於桃園中壢建置新廠房並同時成立【江記豆腐乳品牌文化館】，以品牌形象拓展大眾對豆腐乳的認知與新蓬來食品的美味傳承。江記新蓬萊食品融合現代人健康養身觀念，從物料挑選到產品製作，層層把關。產品採用精選非基改黃豆、糙米、酒、砂糖，絶不使用防腐劑、人工色素、糖精，以傳統技術與最新設備製作豆腐乳，並獲得ISO22000及HACCP國際食品安全認証。江記以獨家黃金比例做出鹹甜適中、順口不膩的豆腐乳。嚴格的品質管制，精心釀造而成，堅持做出最好的產品。江記豆腐乳文化館源自於江氐家族情感與豆腐乳傳承一甲子的牽絆，藉由文化館的成立傳遞豆腐乳陳釀美味，歷經光陰歲月的故事與記憶，讓大眾在品味的同時，了解這一口香醇所傳承的文化與堅持，場館除展示商品外，亦從製程、文化、創新的角度向參觀者展示豆腐乳文化，以專業研發技術、傳統技藝與現代設計兼具的陳設空間，並提供豆腐乳DIY體驗(需事先預約)，透過靜態及動態展示，表現豆腐乳有別於傳統印象的新風貌。,320 桃園市中壢區月眉路2段248巷85號,320,星期日: 休息；星期一: 09:00 – 16:00；星期二: 09:00 – 16:00；星期三: 09:00 – 16:00；星期四: 09:00 – 16:00；星期五: 09:00 – 16:00；星期六: 休息,121.18150,25.00260,http://www.xpl.com.tw/,館內設有停車場,,886-3-4986018,886-3-4985680,2020/08/23 12:03:02
300,1551,travel.tycg.gov.tw/zh-tw/Consume/Detail/1551,金蘭醬油博物館,特色推薦：金蘭 無添加原味醬油、金蘭 有機醬油、金蘭 哇！辣醬醬油！家家必備的調味品。無論蒸、煮、炒、沾，每天都會食用到的醬油，究竟怎麼樣才可購買到天然的醬油？除了蒸、煮、炒、沾，醬油還有哪些用法？想更加嘹解醬油，就到金蘭醬油文化博物館！金蘭給您的印象，還停留在傳統與老字號嗎？那麼就讓我們藉由金蘭博物館讓你耳目一新吧！擁有悠久的歷史，金蘭幾乎成為家家戶戶熟悉的味道，更可說是醬油的代名詞。但金蘭的好，不應該單單是貨架上可以購買的好滋味在傳統的基礎上不斷演變進化，更是金蘭在傳統中不斷進步的企業本質。因此我們以 Transform，為博物館呈現的主題，無論在材質、視覺呈現、以及內容的安排上，藉由新舊材質的結合、時間動線的安排、靜態動態的鋪陳、虛與實的交錯&hellip;，皆為了表現出金蘭不同於大家以往對傳統產業或老字號企業的刻板觀念，希望帶給參觀者不同於以往的感受。,335 桃園市大溪區介壽路236號,335,09:30~12:00、13:30~16:30,121.29198,24.91944,http://www.kimlan.com,工廠內設停車場，請依警衛人員、工作人員指示停車。,,886-3-3801226#290,886-3-3800337,2020/08/23 12:02:00
301,1553,travel.tycg.gov.tw/zh-tw/Consume/Detail/1553,蕃薯藤有機專賣-桃園縣府店,第七屆桃園十大伴手禮-蕃薯藤天然手工皂蕃薯藤家族創始店1997年，我們在這裏成立了第一家【蕃薯藤有機專賣生機餐飲複合店】。沒有華麗的店面，只有實實在在地陳列銷售著天然有機的蔬果、食品。第一家店就受到在地民眾熱烈的歡迎與支持，鼓勵著我們繼續往前走。多年來，我們堅持有機、天然的理念一直沒動搖，每天兢兢業業地想著如何讓客人買到最新鮮健康的好產品。因此，我們有：【農場直送有機蔬果】：每天由農場新鮮直送，值得信賴的品質，往往來不及整理上架，就被熟門熟路的老客人打包買走！【有機天然產品】：在有機天然的理念下，有各種蕃薯藤自有品牌的產品，以及我們嚴選的各式商品，提供多樣化有機天然優質產品的選擇。【健康有機早餐】：早晨我們提供每日現作有機鮮果春捲、有機五穀米飯糰搭配有機現打精力湯、有機豆漿，讓您能充滿能量及活力去面對一天的挑戰。【有機蔬食便當】：午晚餐時段採用農場直送的有機蔬菜，每日由主廚精心料理出8~10道特色佳餚，美味又健康！【美味輕食】：無負擔輕食有多種選擇- 有機生菜沙拉、手工滷味、手工碗粿、手工蘿蔔糕、每日水果等都是讓人稱道的新鮮現做美味。【有機天然健康麵包】：來自蕃薯藤有機麵包坊和天然手工烘焙坊每天新鮮出爐，用自家培育的有機魯邦酵母麵種製成的各式麵包，天然的麵香、Q彈的口感，好吃又不脹氣。【各式蛋糕/燒菓子】：蕃薯藤自家蛋糕烘焙坊每天現做的手工蛋糕及各式甜點，沒有花俏的手法，但不手軟的頂級用料，絕對能讓您感受我們的用心！【蕃薯藤伴手禮】：各式年節禮盒、彌月禮盒、各種節慶好禮，還可依您需求組合[蕃薯藤禮品提藍]，絕對值得送給您的親朋好友！蕃薯藤 桃園店是大家的好鄰居，歡迎大家常來逛逛喔！特色推薦：有機蔬果農產品、有機麵包糕點、有機環保雜貨、有機早點、有機便當、有機沙拉,330 桃園市桃園區縣府路130號,330,星期日: 07:00 – 21:00；星期一: 07:00 – 21:00；星期二: 07:00 – 21:00；星期三: 07:00 – 21:00；星期四: 07:00 – 21:00；星期五: 07:00 – 21:00；星期六: 07:00 – 21:00,121.30162,24.99476,http://www.organicyam.com.tw/,週邊設有公設停車格，並臨近桃園市政府地下收費停車場。,,886-3-3334546,886-3-3384616,2020/08/23 12:02:35
302,1555,travel.tycg.gov.tw/zh-tw/Consume/Detail/1555,子月創作坊,創作者從初出社會至今，已有25個年頭。遵循客家人「硬頸」的精神，歷經艱辛仍不改初衷。夫妻生於農家，對於農田風光和純樸的客家文化，也是從小觀察、接觸。如今作品也多朝客家事物方面發揮，尤其以桐花相關的各種大小作品，為子月創作坊的黏土代表作。子月創作坊以清新典雅的風格，製作實用多樣的紙黏土作品。近年來，更將客家意象融入創作之中。期望除了布置、美化生活空間，同時推廣、發揚自身族群文化之美。,325 桃園市龍潭區大昌路二段74-5號,325,星期日: 休息；星期一: 10:00 – 22:30；星期二: 10:00 – 22:30；星期三: 10:00 – 22:30；星期四: 10:00 – 22:30；星期五: 10:00 – 22:30；星期六: 10:00 – 22:30,121.22173,24.86717,,路邊停車,,886-9-12805818,886-3-3322101,2019/09/18 17:49:56
303,1556,travel.tycg.gov.tw/zh-tw/Consume/Detail/1556,大溪河岸森林,歡樂夢想國,335 桃園市大溪區瑞安路二段150號,335,平日營業時間：(周一~周五)10：00am~17：00pm、供餐時間(含下午茶時間)11：00~17：00、假日營業時間：(周六及周日)11：00~20：00 供餐時間：11：00~20：00、下午茶時間：14：30~17：00,121.28088,24.86571,,,,886-3-3870300,886-3-3870200,2017/08/09 14:15:43
304,1558,travel.tycg.gov.tw/zh-tw/Consume/Detail/1558,天下奇冰館(中原總店),天下奇冰 創造冰的新生命! 堅持[ 品質 ] 我們細心挑選天然健康的水果與原物料!堅持[ 專業 ] 我們傾心研發!天下奇冰成功研發出無需經過刨冰機，即可供應顧客快速、衛生、健康、且口感極佳之冰材製作技術，有效改善傳統刨冰不衛生、雪花冰添加化學香料與色素等缺點，同時提高了口感與延長融化時間。天下奇冰的經營理念創新的產品.安心的食材.幸福的味道.我們重視消費者的健康更重視層出不窮的食安問題.我們只提供最新鮮的水果.無添加化學色素及香精的自製冰品.就是要讓消費者吃的低卡又安心.洋溢幸福好味道.歷年獲得獎項:2012年:台灣美食獎.超值美食王2013年:一統天下獎.2014年:桃園優良冰品店.桃園縣第八屆創新企業卓越獎2015年:桃園市第九屆青年創業卓越獎.經濟部新創事業獎.,320 桃園市中壢區力行北街50號,320,星期日: 12:00 – 00:00；星期一: 12:00 – 00:00；星期二: 12:00 – 00:00；星期三: 12:00 – 00:00；星期四: 12:00 – 00:00；星期五: 12:00 – 00:00；星期六: 12:00 – 00:00,121.23980,24.95445,,,,886-3-4561155,886-3-3322101,2020/08/23 12:02:33
305,1561,travel.tycg.gov.tw/zh-tw/Consume/Detail/1561,蕃薯藤有機專賣-桃園大溪店,優美的景致中飄著溫暖的烘焙香氣 位於大溪觀光吊橋旁，廣闊的腹地栽種著各式花朵與香草，適合全家大小，甚至寵物一起盡情玩樂！有機賣場提供【農場直送有機蔬果】、【香草手工滷味】、【有機及天然的咖啡、茶】及【有機五穀雜糧】、【休閒零嘴】、【手工果醬、抹醬】、【各式醬料、調味品】等食品；還有各式【天然清潔品、手工皂】，產品種類非常多樣且齊全。緊鄰在旁的有麵包烘焙坊及蛋糕烘焙坊，因此可以供應剛出爐的新鮮麵包和蛋糕，隔著工作坊玻璃還可以欣賞到師傅們認真工作的情行喔！空氣中時時飄散著的烘焙香氣更是誘人！這裡不僅提供附近居民最好的有機及天然商品，更是前來大溪旅遊的遊客特別會駐足逗留的購物景點！,335 桃園市大溪區瑞安路一段175巷55號,335,全日9:30~20:30,121.28019,24.88766,http://www.organicyam.com.tw/,附設停車場，車位約60個,,886-3-3074818,886-3-3074821,2019/12/04 11:04:07
